price_in_rp,district,city,bedrooms,bathrooms,building_size_m2,land_size_m2,certificate,furnishing,city_encoded,district_encoded,certificate_encoded,furnishing_encoded
4000000000,Medansatria (Medan Satria),Kota Bekasi,1.0,2.0,1.1111111111111112,2.215909090909091,SHM,Unfurnished,0,54,1,0
600000000,Bekasi Timur,Kota Bekasi,-1.0,-1.0,-0.3418803418803419,-0.17045454545454544,SHM,Unfurnished,0,5,1,0
1420000000,Bekasi Selatan,Kota Bekasi,2.0,1.0,0.08547008547008547,0.17045454545454544,SHM,Unfurnished,0,4,1,0
969000000,Jatiasih,Kota Bekasi,0.0,1.0,-0.6153846153846154,-0.45454545454545453,SHM,Unfurnished,0,32,1,0
664000000,Pondokgede (Pondok Gede),Kota Bekasi,-1.0,0.0,-0.6410256410256411,-0.7386363636363636,SHM,Unfurnished,0,68,1,0
784000000,Pondokgede (Pondok Gede),Kota Bekasi,0.0,-1.0,-0.5128205128205128,-0.5795454545454546,SHM,Unfurnished,0,68,1,0
1264500000,Jatiasih,Kota Bekasi,0.0,0.0,-0.5982905982905983,-0.45454545454545453,SHM,Unfurnished,0,32,1,0
1800000000,Pondokgede (Pondok Gede),Kota Bekasi,1.0,1.0,0.0,0.3977272727272727,SHM,Unfurnished,0,68,1,0
1500000000,Pondokgede (Pondok Gede),Kota Bekasi,1.0,1.0,-0.042735042735042736,-0.26136363636363635,SHM,Unfurnished,0,68,1,0
1170000000,Bekasi Barat,Kota Bekasi,-1.0,-1.0,-0.2564102564102564,-0.6022727272727273,SHM,Unfurnished,0,3,1,0
1440000000,Bekasi Selatan,Kota Bekasi,1.0,0.0,0.08547008547008547,0.17045454545454544,SHM,Unfurnished,0,4,1,0
843000000,Mustikajaya (Mustika Jaya),Kota Bekasi,0.0,0.0,-0.41025641025641024,-0.4090909090909091,SHM,Unfurnished,0,56,1,0
1800000000,Bekasi Barat,Kota Bekasi,0.0,0.0,-0.08547008547008547,-0.17045454545454544,SHM,Unfurnished,0,3,1,0
1400000000,Pondokgede (Pondok Gede),Kota Bekasi,1.0,1.0,0.0,0.3977272727272727,SHM,Unfurnished,0,68,1,0
1400000000,Bekasi Utara,Kota Bekasi,1.0,1.0,0.1282051282051282,-0.17045454545454544,SHM,Furnished,0,6,1,2
765000000,Mustikajaya (Mustika Jaya),Kota Bekasi,1.0,0.0,-0.09401709401709402,-0.4090909090909091,SHM,Unfurnished,0,56,1,0
1280000000,Pondokgede (Pondok Gede),Kota Bekasi,0.0,0.0,-0.38461538461538464,-0.5113636363636364,SHM,Unfurnished,0,68,1,0
895000000,Bekasi Barat,Kota Bekasi,-1.0,-1.0,-0.5811965811965812,-0.5113636363636364,SHM,Unfurnished,0,3,1,0
2100000000,Jatisampurna (Jati Sampurna),Kota Bekasi,0.0,1.0,0.20512820512820512,0.8522727272727273,SHM,Unfurnished,0,34,1,0
1200000000,Bekasi Barat,Kota Bekasi,0.0,1.0,0.15384615384615385,0.13636363636363635,SHM,Unfurnished,0,3,1,0
487500000,Bekasi Utara,Kota Bekasi,-1.0,-1.0,-0.6153846153846154,-0.5113636363636364,SHM,Unfurnished,0,6,1,0
2100000000,Bekasi Barat,Kota Bekasi,0.0,0.0,-0.08547008547008547,-0.17045454545454544,SHM,Unfurnished,0,3,1,0
912500000,Jatiasih,Kota Bekasi,0.0,0.0,-0.48717948717948717,-0.6818181818181818,SHM,Unfurnished,0,32,1,0
980000000,Bekasi Utara,Kota Bekasi,0.0,1.0,0.15384615384615385,-0.5113636363636364,SHM,Unfurnished,0,6,1,0
1435000000,Bekasi Selatan,Kota Bekasi,0.0,0.0,-0.4700854700854701,0.07954545454545454,SHM,Unfurnished,0,4,1,0
675000000,Jatiasih,Kota Bekasi,1.0,1.0,-0.5982905982905983,-0.5681818181818182,SHM,Unfurnished,0,32,1,0
1550000000,Jatiasih,Kota Bekasi,0.0,0.0,-0.4700854700854701,-0.375,SHM,Unfurnished,0,32,1,0
1225000000,Jatisampurna (Jati Sampurna),Kota Bekasi,-1.0,0.0,-0.5897435897435898,-0.625,HGB,Unfurnished,0,34,0,0
898000000,Medansatria (Medan Satria),Kota Bekasi,0.0,0.0,-0.2564102564102564,-0.5113636363636364,SHM,Unfurnished,0,54,1,0
1016700000,Jatisampurna (Jati Sampurna),Kota Bekasi,0.0,0.0,-0.49572649572649574,-0.17045454545454544,HGB,Unfurnished,0,34,0,0
707000000,Jatiasih,Kota Bekasi,0.0,0.0,-0.5128205128205128,-0.5795454545454546,SHM,Unfurnished,0,32,1,0
710185000,Mustikajaya (Mustika Jaya),Kota Bekasi,0.0,-1.0,-0.7094017094017094,-0.375,HGB,Unfurnished,0,56,0,0
695000000,Bekasi Utara,Kota Bekasi,0.0,-1.0,-0.5128205128205128,-0.375,SHM,Unfurnished,0,6,1,0
1080000000,Mustikajaya (Mustika Jaya),Kota Bekasi,0.0,0.0,-0.5128205128205128,-0.5113636363636364,SHM,Unfurnished,0,56,1,0
1715000000,Mustikajaya (Mustika Jaya),Kota Bekasi,0.0,0.0,-0.23931623931623933,-0.07954545454545454,SHM,Unfurnished,0,56,1,0
510000000,Bekasi Utara,Kota Bekasi,-1.0,-1.0,-0.5128205128205128,-0.5113636363636364,SHM,Unfurnished,0,6,1,0
909000000,Mustikajaya (Mustika Jaya),Kota Bekasi,-1.0,0.0,-0.5299145299145299,-0.5454545454545454,SHM,Unfurnished,0,56,1,0
1800000000,Pondokmelati (Pondok Melati),Kota Bekasi,0.0,2.0,0.1794871794871795,0.36363636363636365,SHM,Unfurnished,0,69,1,0
2125000000,Bekasi Barat,Kota Bekasi,-1.0,-1.0,-0.3076923076923077,-0.3068181818181818,SHM,Unfurnished,0,3,1,0
733750000,Mustikajaya (Mustika Jaya),Kota Bekasi,-1.0,-1.0,-0.717948717948718,-0.5113636363636364,SHM,Unfurnished,0,56,1,0
785500000,Bekasi Timur,Kota Bekasi,0.0,0.0,-0.2564102564102564,-0.4772727272727273,SHM,Unfurnished,0,5,1,0
893500000,Mustikajaya (Mustika Jaya),Kota Bekasi,-1.0,-1.0,-0.6752136752136753,-0.36363636363636365,SHM,Unfurnished,0,56,1,0
1300000000,Mustikajaya (Mustika Jaya),Kota Bekasi,0.0,0.0,-0.27350427350427353,-0.5113636363636364,SHM,Unfurnished,0,56,1,0
644500000,Mustikajaya (Mustika Jaya),Kota Bekasi,-1.0,-1.0,-0.6666666666666666,-0.375,SHM,Unfurnished,0,56,1,0
2800000000,Bekasi Utara,Kota Bekasi,1.0,2.0,-0.017094017094017096,0.03409090909090909,SHM,Furnished,0,6,1,2
851000000,Jatisampurna (Jati Sampurna),Kota Bekasi,0.0,0.0,-0.5555555555555556,-0.29545454545454547,HGB,Unfurnished,0,34,0,0
1590000000,Jatisampurna (Jati Sampurna),Kota Bekasi,0.0,1.0,-0.36752136752136755,-0.23863636363636365,SHM,Unfurnished,0,34,1,0
777500000,Bekasi Barat,Kota Bekasi,-1.0,0.0,-0.3418803418803419,-0.5113636363636364,SHM,Unfurnished,0,3,1,0
745000000,Jatisampurna (Jati Sampurna),Kota Bekasi,0.0,0.0,-0.38461538461538464,-0.5113636363636364,SHM,Unfurnished,0,34,1,0
1530000000,Rawalumbu,Kota Bekasi,0.0,0.0,-0.41025641025641024,-0.4431818181818182,SHM,Unfurnished,0,71,1,0
450000000,Bekasi Utara,Kota Bekasi,-1.0,-1.0,-0.6666666666666666,-0.5113636363636364,SHM,Unfurnished,0,6,1,0
699000000,Medansatria (Medan Satria),Kota Bekasi,-1.0,-1.0,-0.5982905982905983,-0.3181818181818182,SHM,Unfurnished,0,54,1,0
750000000,Bekasi Utara,Kota Bekasi,0.0,-1.0,0.06837606837606838,0.5227272727272727,SHM,Unfurnished,0,6,1,0
2450000000,Bekasi Selatan,Kota Bekasi,2.0,2.0,1.4102564102564104,0.7386363636363636,SHM,Unfurnished,0,4,1,0
675000000,Bekasi Utara,Kota Bekasi,0.0,0.0,-0.17094017094017094,-0.5795454545454546,SHM,Unfurnished,0,6,1,0
1650000000,Medansatria (Medan Satria),Kota Bekasi,0.0,0.0,-0.42735042735042733,-0.375,SHM,Unfurnished,0,54,1,0
1400000000,Medansatria (Medan Satria),Kota Bekasi,1.0,1.0,0.2564102564102564,0.07954545454545454,SHM,Unfurnished,0,54,1,0
1400000000,Jatisampurna (Jati Sampurna),Kota Bekasi,1.0,0.0,0.0,-0.2840909090909091,SHM,Unfurnished,0,34,1,0
2200000000,Jatisampurna (Jati Sampurna),Kota Bekasi,1.0,1.0,0.5641025641025641,0.8522727272727273,SHM,Unfurnished,0,34,1,0
1200000000,Medansatria (Medan Satria),Kota Bekasi,0.0,0.0,-0.17094017094017094,0.0,SHM,Unfurnished,0,54,1,0
850000000,Bekasi Timur,Kota Bekasi,0.0,0.0,0.3418803418803419,0.8522727272727273,SHM,Unfurnished,0,5,1,0
400000000,Bekasi Timur,Kota Bekasi,-1.0,-1.0,0.0,0.5113636363636364,SHM,Unfurnished,0,5,1,0
1050000000,Jatiasih,Kota Bekasi,1.0,2.0,0.0,0.4659090909090909,SHM,Unfurnished,0,32,1,0
1650000000,Bekasi Selatan,Kota Bekasi,2.0,0.0,0.4700854700854701,0.5568181818181818,SHM,Unfurnished,0,4,1,0
